0.0,40.5957862106537,-14.440978897030675
1.0,40.5957862106537,-15.231572210476557
2.0,40.59578621065373,-16.02079739136454
3.0,40.5957862106537,-16.808555426223833
4.0,40.59578621065364,-17.59474551522912
5.0,40.59578621065373,-18.37926493812948
6.0,40.59578621065367,-19.162008918184043
7.0,40.59578621065373,-19.94287048401118
8.0,40.59578621065364,-20.72174032927819
9.0,40.5957862106537,-21.498506670183772
10.0,40.59578621065367,-22.273055100709882
11.0,40.59578621065367,-23.04526844564873
12.0,40.59578621065373,-23.81502661144515
13.0,40.5957862106537,-24.582206434929233
14.0,40.5957862106537,-25.34668153005613
15.0,40.59578621065373,-26.108322132815672
16.0,40.59578621065373,-26.86699494452592
17.0,40.59578621065364,-27.622562973780134
18.0,40.5957862106537,-28.374885377381545
19.0,40.5957862106537,-29.123817300669756
20.0,40.59578621065373,-29.869209717718626
21.0,40.59578621065367,-30.610909271972446
22.0,40.59578621065373,-31.348758117978306
23.0,40.59578621065367,-32.082593764977126
24.0,40.59578621065373,-32.81224892322393
25.0,40.59578621065367,-33.537551354031194
26.0,40.5957862106537,-34.25832372465691
27.0,40.5957862106537,-34.97438346929954
28.0,40.59578621065364,-35.685542657612
29.0,40.5957862106537,-36.391607872302686
30.0,40.59578621065373,-37.092380097560316
31.0,40.59578621065364,-37.787654620213104
32.0,40.59578621065367,-38.47722094571178
33.0,40.20092494085324,-39.16086273121337
34.0,39.6643868658316,-39.83835773822642
35.0,39.11436871363992,-40.50947780746787
36.0,38.551495145590906,-41.1739888587617
37.0,37.97636241699843,-41.831650918983904
38.0,37.3895393672818,-42.48221818121856
39.0,36.79156844891834,-43.12543909843173
40.0,36.18296677959826,-43.761056515085336
41.0,35.564227204497016,-44.38880784019494
42.0,34.93581935783756,-45.008425265379614
43.0,34.2981907148902,-45.284272210726584
44.0,33.65176762727447,-45.284272210726584
45.0,32.996956335905,-45.284272210726584
46.0,32.3341439571922,-45.284272210726584
47.0,31.663699439183105,-45.284272210726634
48.0,30.985974485240163,-45.284272210726634
49.0,30.30130444361788,-45.284272210726584
50.0,29.610009161931373,-45.284272210726584
51.0,28.912393806036093,-45.284272210726584
52.0,28.208749643265293,-45.284272210726634
53.0,27.499354790318762,-45.284272210726584
54.0,26.784474926372624,-45.284272210726584
55.0,26.06436397219622,-45.284272210726584
56.0,25.339264736231783,-45.284272210726634
57.0,24.609409528714522,-45.284272210726584
58.0,23.87502074500435,-45.284272210726584
59.0,23.136311419359487,-45.284272210726584
60.0,22.393485750421405,-45.284272210726584
61.0,21.646739599697597,-45.284272210726634
62.0,20.896260964331645,-45.284272210726634
63.0,20.14223042543989,-45.284272210726584
64.0,19.384821573274067,-45.284272210726634
65.0,18.624201410440776,-45.284272210726584
66.0,17.860530734376027,-45.284272210726584
67.0,17.093964500234804,-45.284272210726584
68.0,16.324652165314745,-45.284272210726634
69.0,15.552738016089833,-45.284272210726584
70.0,14.778361478886325,-45.284272210726584
71.0,14.001657415190309,-45.284272210726584
72.0,13.222756402527693,-45.284272210726584
73.0,12.441785001819682,-45.284272210726584
74.0,11.658866012069595,-45.284272210726634
75.0,10.87411871319722,-45.284272210726584
76.0,10.087659097796404,-45.284272210726584
77.0,9.299600092553717,-45.284272210726584
78.0,8.510051770028383,-45.284272210726584
79.0,7.719121551458201,-45.284272210726634
80.0,6.926914401224465,-45.284272210726584
81.0,6.1335330135741515,-45.284272210726584
82.0,5.339077992171468,-45.284272210726584
83.0,4.543648023019017,-45.284272210726584
84.0,3.747340041264607,-45.284272210726584
85.0,2.950249392382773,-45.284272210726634
86.0,2.1524699881995275,-45.284272210726584
87.0,1.354094458202482,-45.284272210726584
88.0,0.555214296562724,-45.284272210726634
89.0,-0.24407999472869335,-45.284272210726584
90.0,-1.0436987662217234,-45.284272210726634
91.0,-1.8435530844962926,-45.284272210726584
92.0,-2.6435545984251547,-45.284272210726634
93.0,-3.443615407870581,-45.284272210726584
94.0,-4.243647934489786,-45.284272210726584
95.0,-5.043564794335893,-45.284272210726584
96.0,-5.843278671953598,-45.284272210726584
97.0,-6.642702195679874,-45.284272210726584
98.0,-7.441747813872539,-45.284272210726584
99.0,-8.24032767179682,-45.284272210726584
100.0,-9.038353488912662,-45.284272210726584
101.0,-9.835736436314676,-45.284272210726584
102.0,-10.632387014084244,-45.284272210726584
103.0,-11.428214928325374,-45.284272210726634
104.0,-12.22312896766364,-45.284272210726584
105.0,-13.017036878997146,-45.284272210726584
106.0,-13.80984524229899,-45.284272210726584
107.0,-14.601459344281537,-45.284272210726584
108.0,-15.391783050742248,-45.284272210726584
109.0,-16.18071867742374,-45.284272210726584
110.0,-16.968166859234117,-45.284272210726634
111.0,-17.75402641768595,-45.284272210726584
112.0,-18.538194226429923,-45.284272210726584
113.0,-19.320565074773555,-45.284272210726584
114.0,-20.101031529097767,-45.284272210726584
115.0,-20.87948379210175,-45.284272210726634
116.0,-21.65580955983424,-45.284272210726584
117.0,-22.429893876491974,-45.284272210726584
118.0,-23.20161898700013,-45.284272210726634
119.0,-23.970864187418243,-45.284272210726584
120.0,-24.737505673258596,-45.284272210726634
121.0,-25.501416385839704,-45.284272210726634
122.0,-26.262465856849097,-45.284272210726584
123.0,-27.02052005134002,-45.284272210726634
124.0,-27.775441209443386,-45.284272210726584
125.0,-28.52708768714522,-45.284272210726634
126.0,-29.275313796544225,-45.284272210726584
127.0,-30.019969646091006,-45.284272210726584
128.0,-30.760900981388993,-45.284272210726634
129.0,-31.49794902724021,-45.284272210726584
130.0,-32.230950331714595,-45.284272210726584
131.0,-32.959736613141644,-45.284272210726584
132.0,-33.68413461104132,-45.284272210726584
133.0,-34.40396594214406,-45.284272210726634
134.0,-35.11904696279207,-45.284272210726634
135.0,-35.82918863916453,-45.284272210726584
136.0,-36.534196426927984,-45.284272210726584
137.0,-37.233870162084585,-45.284272210726584
138.0,-37.92800396496314,-45.284272210726634
139.0,-38.61638615948126,-45.284272210726584
140.0,-39.29879920999168,-45.284272210726584
